電腦編號,ip,學生證號,卡號,開始時間,離開時間,時數
14R,140.119.129.63,103353043,00369E250D,16-Jan-15 18:57:07,16-Jan-15 19:06:02,   0小時09分鐘
05R,140.119.129.59,103363123,00F6364611,16-Jan-15 19:08:37,16-Jan-15 20:39:40,   1小時31分鐘
59O,140.119.73.83,101101015,0020909D48,16-Jan-15 19:11:05,16-Jan-15 20:27:49,   1小時16分鐘
02R,140.119.129.56,101305023,00E09D8878,16-Jan-15 19:13:41,16-Jan-15 19:32:30,   0小時18分鐘
34R,140.119.129.88,103601121,00D6928D0C,16-Jan-15 19:16:34,16-Jan-15 21:31:30,   2小時15分鐘
35R,140.119.129.89,103601012,004626260D,16-Jan-15 19:16:38,16-Jan-15 21:31:34,   2小時15分鐘
26R,140.119.129.80,103304042,00D605230D,16-Jan-15 19:18:32,16-Jan-15 20:30:28,   1小時12分鐘
39R,140.119.129.93,101307046,00B0D56531,16-Jan-15 19:21:06,16-Jan-15 21:06:23,   1小時45分鐘
16R,140.119.129.65,102101004,00A0F6693E,16-Jan-15 19:21:16,16-Jan-15 20:14:55,   0小時53分鐘
24R,140.119.129.78,L12318613800,001C037A66,16-Jan-15 19:21:26,16-Jan-15 20:10:06,   0小時48分鐘
22R,140.119.129.76,102308035,00F3B046E3,16-Jan-15 19:23:06,16-Jan-15 21:31:41,   2小時08分鐘
23R,140.119.129.77,102308042,0080AF7831,16-Jan-15 19:23:10,16-Jan-15 21:31:52,   2小時09分鐘
18R,140.119.129.72,102308037,00A0AE6131,16-Jan-15 19:23:17,16-Jan-15 21:32:16,   2小時09分鐘
S2R,140.119.129.114,102451004,005081E177,16-Jan-15 19:25:00,16-Jan-15 19:37:28,   0小時12分鐘
11R,140.119.129.70,100205011,001BB6C6B3,16-Jan-15 19:36:36,16-Jan-15 21:32:08,   1小時55分鐘
10R,140.119.129.69,101301039,00E0BCE177,16-Jan-15 19:40:00,16-Jan-15 19:40:08,   0小時00分鐘
13R,140.119.129.55,101301039,00E0BCE177,16-Jan-15 19:40:19,16-Jan-15 21:32:38,   1小時52分鐘
14R,140.119.129.63,102501063,00B0D92E7A,16-Jan-15 19:43:47,16-Jan-15 21:16:17,   1小時32分鐘
15P,140.119.163.145,101703017,0040405835,16-Jan-15 19:48:00,16-Jan-15 22:40:38,   2小時52分鐘
07V,140.119.72.53,100304042,00D0345935,16-Jan-15 19:48:44,16-Jan-15 20:25:57,   0小時37分鐘
23C,140.119.27.23,101501050,00E0A26D3E,16-Jan-15 20:00:53,16-Jan-15 22:01:58,   2小時01分鐘
01W,140.119.49.108,N12162947200,00CCD57567,16-Jan-15 20:02:20,16-Jan-15 20:03:07,   0小時00分鐘
01W,140.119.49.108,N12162947200,00CCD57567,16-Jan-15 20:03:22,16-Jan-15 20:15:06,   0小時12分鐘
29R,140.119.129.83,102308041,0020B16131,16-Jan-15 20:03:23,16-Jan-15 21:19:17,   1小時16分鐘
33R,140.119.129.87,103464019,000629240D,16-Jan-15 20:09:21,16-Jan-15 20:09:30,   0小時00分鐘
20R,140.119.129.74,103464019,000629240D,16-Jan-15 20:09:35,16-Jan-15 21:18:12,   1小時08分鐘
10R,140.119.129.69,103701023,0016DA220D,16-Jan-15 20:14:33,16-Jan-15 21:30:25,   1小時15分鐘
01R,140.119.129.67,103104033,00661F8D0C,16-Jan-15 20:14:42,16-Jan-15 20:30:57,   0小時16分鐘
07W,140.119.49.34,N12162947200,00CCD57567,16-Jan-15 20:15:24,16-Jan-15 20:15:59,   0小時00分鐘
07W,140.119.49.34,N12162947200,00CCD57567,16-Jan-15 20:16:16,16-Jan-15 20:27:31,   0小時11分鐘
12W,140.119.49.155,103304026,00C6FDE00E,16-Jan-15 20:16:48,16-Jan-15 21:30:06,   1小時13分鐘
14V,140.119.72.49,102151006,00A0046977,16-Jan-15 20:17:06,16-Jan-15 20:20:51,   0小時03分鐘
03R,140.119.129.57,101206008,0070B04535,16-Jan-15 20:22:07,16-Jan-15 20:33:51,   0小時12分鐘
02R,140.119.129.56,103353037,00C68BB10B,16-Jan-15 20:32:44,16-Jan-15 20:37:10,   0小時04分鐘
S1R,140.119.129.113,102255002,00407FE177,16-Jan-15 20:35:08,16-Jan-15 21:14:35,   0小時39分鐘
02R,140.119.129.56,103353023,00F60DE733,16-Jan-15 20:44:33,16-Jan-15 21:04:57,   0小時20分鐘
02V,140.119.72.60,100307041,00BB43C6B3,16-Jan-15 20:44:43,16-Jan-15 20:59:48,   0小時15分鐘
06R,140.119.129.60,101151010,00DBA7C6B3,16-Jan-15 20:51:58,16-Jan-15 21:24:40,   0小時33分鐘
37R,140.119.129.91,A22772898400,007321F3EC,16-Jan-15 20:52:42,16-Jan-15 21:31:58,   0小時39分鐘
13A,140.119.26.13,100153507,00D0D85335,16-Jan-15 20:57:06,16-Jan-15 21:04:51,   0小時07分鐘
02V,140.119.72.60,101307003,00E6048C0C,16-Jan-15 21:03:10,16-Jan-15 21:37:25,   0小時34分鐘
01A,140.119.26.1,100153507,00D0D85335,16-Jan-15 21:05:05,16-Jan-15 21:08:20,   0小時03分鐘
03R,140.119.129.57,101401056,00303B6531,16-Jan-15 21:07:34,16-Jan-15 21:25:50,   0小時18分鐘
31R,140.119.129.85,99206017,00409A2E7A,16-Jan-15 21:12:05,16-Jan-15 21:30:45,   0小時18分鐘
20R,140.119.129.74,103464019,000629240D,16-Jan-15 21:21:27,16-Jan-15 21:21:42,   0小時00分鐘
20R,140.119.129.74,103464019,000629240D,16-Jan-15 21:22:22,16-Jan-15 21:33:58,   0小時11分鐘
16A,140.119.26.16,100701054,00406CEC77,16-Jan-15 21:37:37,16-Jan-15 21:45:55,   0小時08分鐘
24B,140.119.41.124,102205016,00902B4735,16-Jan-15 21:38:33,16-Jan-15 21:53:34,   0小時15分鐘
22B,140.119.41.122,102205013,0050F25435,16-Jan-15 21:39:47,16-Jan-15 21:53:39,   0小時13分鐘
20R,140.119.129.74,100601119,00FB35CBB3,17-Jan-15 08:31:18,17-Jan-15 09:16:27,   0小時45分鐘
13V,140.119.72.72,103353025,00A622250D,17-Jan-15 08:44:52,17-Jan-15 09:05:18,   0小時20分鐘
21R,140.119.129.75,102255023,00C0069466,17-Jan-15 08:45:40,17-Jan-15 08:48:11,   0小時02分鐘
25R,140.119.129.79,102207428,0010199264,17-Jan-15 08:45:53,17-Jan-15 08:54:57,   0小時09分鐘
01W,140.119.49.108,103981007,00D06EE277,17-Jan-15 08:47:00,17-Jan-15 08:51:09,   0小時04分鐘
10V,140.119.72.54,103353023,00F60DE733,17-Jan-15 08:48:33,17-Jan-15 08:56:49,   0小時08分鐘
02W,140.119.49.37,103981007,00D06EE277,17-Jan-15 08:51:19,17-Jan-15 09:08:35,   0小時17分鐘
03R,140.119.129.57,101652026,00C0097A31,17-Jan-15 08:51:19,17-Jan-15 08:55:19,   0小時04分鐘
06R,140.119.129.60,103101027,00C6A70807,17-Jan-15 08:52:46,17-Jan-15 08:58:52,   0小時06分鐘
02R,140.119.129.56,101601054,00B046E277,17-Jan-15 08:59:21,17-Jan-15 09:04:51,   0小時05分鐘
04R,140.119.129.58,101102005,00935B46E3,17-Jan-15 09:01:51,17-Jan-15 09:04:30,   0小時02分鐘
07W,140.119.49.34,103921017,00E07C7678,17-Jan-15 09:02:27,17-Jan-15 09:32:29,   0小時30分鐘
06R,140.119.129.60,101302026,0070A4503E,17-Jan-15 09:09:46,17-Jan-15 09:34:38,   0小時24分鐘
14R,140.119.129.63,103981021,00309CEB77,17-Jan-15 09:11:25,17-Jan-15 09:23:08,   0小時12分鐘
01R,140.119.129.67,103502012,0056E84708,17-Jan-15 09:13:10,17-Jan-15 09:36:40,   0小時23分鐘
05W,140.119.49.36,101255005,00D604260D,17-Jan-15 09:14:34,17-Jan-15 09:15:41,   0小時01分鐘
04W,140.119.49.39,101255005,00D604260D,17-Jan-15 09:16:34,17-Jan-15 09:22:09,   0小時05分鐘
10R,140.119.129.69,103601053,00469D4608,17-Jan-15 09:29:08,17-Jan-15 12:12:28,   2小時43分鐘
05R,140.119.129.59,102501056,0076A4E433,17-Jan-15 09:30:28,17-Jan-15 09:34:03,   0小時03分鐘
10V,140.119.72.54,101306081,00600E4A35,17-Jan-15 09:30:52,17-Jan-15 10:05:40,   0小時34分鐘
06W,140.119.49.35,102926030,003024E177,17-Jan-15 09:31:48,17-Jan-15 09:35:14,   0小時03分鐘
S2R,140.119.129.114,101308006,0030FA6E77,17-Jan-15 09:34:58,17-Jan-15 10:04:39,   0小時29分鐘
12R,140.119.129.71,CC0396,00A2FE5760,17-Jan-15 09:35:55,17-Jan-15 09:36:04,   0小時00分鐘
12R,140.119.129.71,CC0396,00A2FE5760,17-Jan-15 09:36:21,17-Jan-15 09:38:09,   0小時01分鐘
11R,140.119.129.70,CC0396,00A2FE5760,17-Jan-15 09:38:13,17-Jan-15 09:38:14,   0小時00分鐘
11R,140.119.129.70,CC0396,00A2FE5760,17-Jan-15 09:38:19,17-Jan-15 09:46:33,   0小時08分鐘
08R,140.119.129.62,103303024,00A680B30B,17-Jan-15 09:39:02,17-Jan-15 09:48:52,   0小時09分鐘
06R,140.119.129.60,102152008,00904A6877,17-Jan-15 09:39:34,17-Jan-15 11:42:07,   2小時02分鐘
14V,140.119.72.49,103357038,00E608230D,17-Jan-15 09:42:38,17-Jan-15 09:48:12,   0小時05分鐘
06W,140.119.49.35,103306084,00F09F3750,17-Jan-15 09:43:06,17-Jan-15 10:06:06,   0小時22分鐘
S1R,140.119.129.113,101101085,005027AE48,17-Jan-15 09:43:52,17-Jan-15 10:40:29,   0小時56分鐘
14W,140.119.49.,100601015,007B60CBB3,17-Jan-15 09:47:13,17-Jan-15 10:09:16,   0小時22分鐘
03W,140.119.49.38,A12498470000,0083F8F2EC,17-Jan-15 09:47:23,17-Jan-15 10:28:25,   0小時40分鐘
07W,140.119.49.34,102306034,000602230D,17-Jan-15 09:48:57,17-Jan-15 10:05:43,   0小時16分鐘
09R,140.119.129.68,101101016,0010369E48,17-Jan-15 09:54:34,17-Jan-15 10:04:18,   0小時09分鐘
11D,140.119.29.11,100102059,0096698C0C,17-Jan-15 09:59:08,17-Jan-15 13:55:37,   3小時56分鐘
20R,140.119.129.74,100101082,00AD348028,17-Jan-15 09:59:32,17-Jan-15 10:29:11,   0小時29分鐘
40R,140.119.129.94,100154503,00AB3CC6B3,17-Jan-15 10:01:24,17-Jan-15 10:33:15,   0小時31分鐘
01R,140.119.129.67,99601148,0060379E48,17-Jan-15 10:04:30,17-Jan-15 10:22:11,   0小時17分鐘
S2R,140.119.129.114,101101016,0010369E48,17-Jan-15 10:05:04,17-Jan-15 11:03:16,   0小時58分鐘
13V,140.119.72.72,97355504,000B76968A,17-Jan-15 10:09:16,17-Jan-15 10:26:14,   0小時16分鐘
13R,140.119.129.55,102305001,00BEB79ADD,17-Jan-15 10:09:54,17-Jan-15 12:10:49,   2小時01分鐘
68D,140.119.29.68,101304007,00B0D95335,17-Jan-15 10:11:24,17-Jan-15 10:20:52,   0小時09分鐘
14V,140.119.72.49,G22061384200,006EAAA7FB,17-Jan-15 10:17:53,17-Jan-15 18:53:48,   8小時36分鐘
04R,140.119.129.58,101205086,00E0156E77,17-Jan-15 10:18:19,17-Jan-15 10:18:40,   0小時00分鐘
08R,140.119.129.62,103306082,009D56E4F5,17-Jan-15 10:18:27,17-Jan-15 10:20:41,   0小時02分鐘
21R,140.119.129.75,101205086,00E0156E77,17-Jan-15 10:18:51,17-Jan-15 10:19:16,   0小時00分鐘
67D,140.119.29.67,101304022,0030EAEB77,17-Jan-15 10:19:12,17-Jan-15 10:20:34,   0小時01分鐘
11R,140.119.129.70,100203058,001B27C7B3,17-Jan-15 10:20:02,17-Jan-15 11:01:40,   0小時41分鐘
71D,140.119.29.71,101304022,0030EAEB77,17-Jan-15 10:20:42,17-Jan-15 12:06:02,   1小時45分鐘
72D,140.119.29.72,101304007,00B0D95335,17-Jan-15 10:20:56,17-Jan-15 10:34:09,   0小時13分鐘
04V,140.119.72.61,103363089,000643B20B,17-Jan-15 10:22:51,17-Jan-15 10:30:18,   0小時07分鐘
24R,140.119.129.78,101601017,00B0A24935,17-Jan-15 10:27:08,17-Jan-15 11:06:30,   0小時39分鐘
20R,140.119.129.74,100101082,00AD348028,17-Jan-15 10:29:34,17-Jan-15 11:11:52,   0小時42分鐘
73D,140.119.29.73,101304007,00B0D95335,17-Jan-15 10:34:15,17-Jan-15 11:35:13,   1小時01分鐘
35D,140.119.29.35,102981012,00CE8F9BDD,17-Jan-15 10:35:50,17-Jan-15 11:50:59,   1小時15分鐘
02V,140.119.72.60,101307026,0010266C3E,17-Jan-15 10:37:30,17-Jan-15 10:54:27,   0小時16分鐘
S1R,140.119.129.113,101101085,005027AE48,17-Jan-15 10:40:59,17-Jan-15 11:31:51,   0小時51分鐘
12W,140.119.49.155,100306029,007B54C6B3,17-Jan-15 10:44:21,17-Jan-15 10:45:45,   0小時01分鐘
14W,140.119.49.,100306029,007B54C6B3,17-Jan-15 10:45:53,17-Jan-15 10:49:15,   0小時03分鐘
07W,140.119.49.34,102651028,0080ECE277,17-Jan-15 10:49:07,17-Jan-15 10:55:42,   0小時06分鐘
04V,140.119.72.61,103363089,000643B20B,17-Jan-15 10:52:01,17-Jan-15 11:21:55,   0小時30分鐘
06W,140.119.49.35,102651028,0080ECE277,17-Jan-15 10:55:45,17-Jan-15 12:14:43,   1小時19分鐘
17R,140.119.129.66,103203041,00E620260D,17-Jan-15 11:00:12,17-Jan-15 11:40:24,   0小時40分鐘
S2R,140.119.129.114,101101016,0010369E48,17-Jan-15 11:03:33,17-Jan-15 11:32:04,   0小時28分鐘
21R,140.119.129.75,100203058,001B27C7B3,17-Jan-15 11:03:42,17-Jan-15 12:10:01,   1小時06分鐘
36R,140.119.129.90,103151028,00ABA6978A,17-Jan-15 11:10:07,17-Jan-15 11:14:16,   0小時04分鐘
08V,140.119.72.56,103357006,00565B260D,17-Jan-15 11:12:14,17-Jan-15 11:12:54,   0小時00分鐘
01R,140.119.129.67,100507040,00F094EA77,17-Jan-15 11:21:05,17-Jan-15 11:27:05,   0小時06分鐘
11W,140.119.49.30,103159010,0076C6E233,17-Jan-15 11:22:08,17-Jan-15 11:22:40,   0小時00分鐘
07V,140.119.72.53,102357021,002EF89ADD,17-Jan-15 11:22:57,17-Jan-15 11:33:38,   0小時10分鐘
13W,140.119.49.126,103159010,0076C6E233,17-Jan-15 11:23:11,17-Jan-15 11:48:49,   0小時25分鐘
32R,140.119.129.86,99104053,004042307A,17-Jan-15 11:31:38,17-Jan-15 13:18:28,   1小時46分鐘
01R,140.119.129.67,101207445,005077E277,17-Jan-15 11:35:12,17-Jan-15 12:31:45,   0小時56分鐘
40R,140.119.129.94,100305053,00101D9266,17-Jan-15 11:37:41,17-Jan-15 12:46:28,   1小時09分鐘
72D,140.119.29.72,101304021,004B30C6B3,17-Jan-15 11:40:01,17-Jan-15 12:06:12,   0小時26分鐘
04R,140.119.129.58,103207425,0006E8660C,17-Jan-15 11:41:56,17-Jan-15 11:54:58,   0小時13分鐘
11R,140.119.129.70,101205016,00C0369E48,17-Jan-15 11:42:37,17-Jan-15 12:17:54,   0小時35分鐘
36R,140.119.129.90,101304054,00CE549BDD,17-Jan-15 11:43:18,17-Jan-15 13:20:32,   1小時37分鐘
13W,140.119.49.126,103159010,0076C6E233,17-Jan-15 11:48:53,17-Jan-15 12:23:30,   0小時34分鐘
07W,140.119.49.34,102651003,00C0EB0379,17-Jan-15 11:51:51,17-Jan-15 11:54:55,   0小時03分鐘
04W,140.119.49.39,98261019,0000F56331,17-Jan-15 11:53:17,17-Jan-15 12:11:21,   0小時18分鐘
03R,140.119.129.57,101102009,0050359E48,17-Jan-15 11:58:46,17-Jan-15 12:11:53,   0小時13分鐘
08R,140.119.129.62,103922003,004BC1998A,17-Jan-15 12:01:48,17-Jan-15 13:29:25,   1小時27分鐘
13V,140.119.72.72,100303095,00B38746E3,17-Jan-15 12:02:16,17-Jan-15 12:22:53,   0小時20分鐘
05W,140.119.49.36,103961063,00F0D1EA77,17-Jan-15 12:06:31,17-Jan-15 12:06:59,   0小時00分鐘
01V,140.119.72.59,102258014,00C01F6F77,17-Jan-15 12:07:03,17-Jan-15 13:51:43,   1小時44分鐘
30R,140.119.129.84,101501002,00B657260D,17-Jan-15 12:07:12,17-Jan-15 13:19:25,   1小時12分鐘
07W,140.119.49.34,103961063,00F0D1EA77,17-Jan-15 12:07:13,17-Jan-15 12:17:06,   0小時09分鐘
05R,140.119.129.59,100207238,004B77C7B3,17-Jan-15 12:09:15,17-Jan-15 12:15:59,   0小時06分鐘
02R,140.119.129.56,101702014,00009B5535,17-Jan-15 12:12:38,17-Jan-15 12:18:44,   0小時06分鐘
08W,140.119.49.31,102961044,00D0F00579,17-Jan-15 12:18:05,17-Jan-15 12:18:12,   0小時00分鐘
06W,140.119.49.35,102961044,00D0F00579,17-Jan-15 12:19:58,17-Jan-15 15:09:47,   2小時49分鐘
07W,140.119.49.34,103981006,00903CE277,17-Jan-15 12:21:49,17-Jan-15 12:37:44,   0小時16分鐘
14W,140.119.49.,100601158,006BB4C6B3,17-Jan-15 12:30:29,17-Jan-15 12:37:53,   0小時07分鐘
02V,140.119.72.60,101307003,00E6048C0C,17-Jan-15 12:31:07,17-Jan-15 12:37:24,   0小時06分鐘
07W,140.119.49.34,100601158,006BB4C6B3,17-Jan-15 12:37:58,17-Jan-15 12:45:09,   0小時07分鐘
01R,140.119.129.67,99504018,00CE7F9BDD,17-Jan-15 12:40:47,17-Jan-15 14:21:43,   1小時40分鐘
14W,140.119.49.,103601107,00C6B9230D,17-Jan-15 12:48:07,17-Jan-15 13:00:48,   0小時12分鐘
04R,140.119.129.58,102205099,0046F58B0C,17-Jan-15 12:52:00,17-Jan-15 15:05:58,   2小時13分鐘
10R,140.119.129.69,99101031,005031513E,17-Jan-15 12:58:10,17-Jan-15 17:46:32,   4小時48分鐘
13R,140.119.129.55,100601077,00AB5BC7B3,17-Jan-15 12:58:28,17-Jan-15 13:04:29,   0小時06分鐘
18R,140.119.129.72,103652010,0036E88B0C,17-Jan-15 12:59:59,17-Jan-15 19:29:03,   6小時28分鐘
31R,140.119.129.85,102258505,00F09C7578,17-Jan-15 13:09:09,17-Jan-15 15:50:27,   2小時41分鐘
38R,140.119.129.92,MK1982012200,007E7933C1,17-Jan-15 13:13:34,17-Jan-15 16:33:55,   3小時20分鐘
34R,140.119.129.88,103304042,00D605230D,17-Jan-15 13:13:42,17-Jan-15 18:38:50,   5小時25分鐘
11R,140.119.129.70,103601053,00469D4608,17-Jan-15 13:15:31,17-Jan-15 13:42:59,   0小時27分鐘
05R,140.119.129.59,103504051,00A6A80807,17-Jan-15 13:19:50,17-Jan-15 13:31:16,   0小時11分鐘
21R,140.119.129.75,99504008,00B389955D,17-Jan-15 13:20:29,17-Jan-15 16:05:04,   2小時44分鐘
15R,140.119.129.64,103464029,00A6E3250D,17-Jan-15 13:24:16,17-Jan-15 13:27:56,   0小時03分鐘
16R,140.119.129.65,102451009,0030BCEA77,17-Jan-15 13:24:21,17-Jan-15 18:05:18,   4小時40分鐘
20R,140.119.129.74,101207214,002B3AC6B3,17-Jan-15 13:26:58,17-Jan-15 13:27:03,   0小時00分鐘
17R,140.119.129.66,103464029,00A6E3250D,17-Jan-15 13:28:00,17-Jan-15 18:05:22,   4小時37分鐘
13R,140.119.129.55,101301013,00D00E693E,17-Jan-15 13:31:11,17-Jan-15 14:57:22,   1小時26分鐘
14R,140.119.129.63,100601077,00AB5BC7B3,17-Jan-15 13:34:18,17-Jan-15 13:56:40,   0小時22分鐘
08R,140.119.129.62,103405101,00C6FC8B0C,17-Jan-15 13:39:14,17-Jan-15 13:42:51,   0小時03分鐘
64D,140.119.29.64,102453023,003094EB77,17-Jan-15 13:44:17,17-Jan-15 16:48:34,   3小時04分鐘
12D,140.119.29.12,101102014,006B8F998A,17-Jan-15 13:55:01,17-Jan-15 13:57:37,   0小時02分鐘
13D,140.119.29.13,101102056,00A02C6B3E,17-Jan-15 13:55:26,17-Jan-15 17:51:18,   3小時55分鐘
11D,140.119.29.11,101102006,00200C5735,17-Jan-15 13:55:40,17-Jan-15 18:08:05,   4小時12分鐘
40R,140.119.129.94,102209040,0030A44E79,17-Jan-15 13:58:24,17-Jan-15 19:17:13,   5小時18分鐘
06R,140.119.129.60,100506023,00B6768C0C,17-Jan-15 14:01:38,17-Jan-15 16:03:05,   2小時01分鐘
36R,140.119.129.90,100601001,0053A70DDC,17-Jan-15 14:02:53,17-Jan-15 14:20:47,   0小時18分鐘
12W,140.119.49.155,102921044,0060464F79,17-Jan-15 14:03:56,17-Jan-15 14:21:26,   0小時17分鐘
25R,140.119.129.79,103755003,0063276DAA,17-Jan-15 14:04:41,17-Jan-15 16:19:13,   2小時14分鐘
45D,140.119.29.45,101352001,00FB4F19BE,17-Jan-15 14:06:26,17-Jan-15 16:47:36,   2小時41分鐘
S2R,140.119.129.114,102101005,0013220DDC,17-Jan-15 14:08:56,17-Jan-15 15:09:13,   1小時00分鐘
11R,140.119.129.70,100203058,001B27C7B3,17-Jan-15 14:11:45,17-Jan-15 15:49:38,   1小時37分鐘
01V,140.119.72.59,102933052,00306F6331,17-Jan-15 14:14:25,17-Jan-15 21:39:31,   7小時25分鐘
07V,140.119.72.53,100307018,00E05F6D3E,17-Jan-15 14:14:47,17-Jan-15 14:26:28,   0小時11分鐘
23R,140.119.129.77,102203051,0030850479,17-Jan-15 14:16:35,17-Jan-15 17:52:19,   3小時36分鐘
02R,140.119.129.56,102207203,0030A64E79,17-Jan-15 14:16:52,17-Jan-15 14:32:43,   0小時15分鐘
28R,140.119.129.82,102302012,0060EA5835,17-Jan-15 14:17:50,17-Jan-15 14:27:40,   0小時09分鐘
08R,140.119.129.62,98703008,000050AF48,17-Jan-15 14:19:51,17-Jan-15 14:56:00,   0小時36分鐘
11W,140.119.49.30,99253503,0050B55635,17-Jan-15 14:24:30,17-Jan-15 14:46:19,   0小時21分鐘
36R,140.119.129.90,103601161,00C6C8A233,17-Jan-15 14:24:59,17-Jan-15 18:10:27,   3小時45分鐘
12R,140.119.129.71,100601165,00CBA8CBB3,17-Jan-15 14:25:13,17-Jan-15 14:28:07,   0小時03分鐘
29R,140.119.129.83,101301039,00E0BCE177,17-Jan-15 14:33:06,17-Jan-15 14:46:52,   0小時13分鐘
02R,140.119.129.56,103601053,00469D4608,17-Jan-15 14:35:39,17-Jan-15 17:11:10,   2小時35分鐘
20R,140.119.129.74,102303025,00EDAE0512,17-Jan-15 14:37:13,17-Jan-15 15:46:32,   1小時09分鐘
14R,140.119.129.63,100305053,00101D9266,17-Jan-15 14:39:27,17-Jan-15 14:39:29,   0小時00分鐘
30R,140.119.129.84,100305053,00101D9266,17-Jan-15 14:39:38,17-Jan-15 16:46:19,   2小時06分鐘
05R,140.119.129.59,103151010,0050806966,17-Jan-15 14:42:05,17-Jan-15 14:49:16,   0小時07分鐘
09W,140.119.49.32,99651051,00AEA20961,17-Jan-15 14:45:54,17-Jan-15 15:14:13,   0小時28分鐘
04W,140.119.49.39,101205086,00E0156E77,17-Jan-15 14:54:28,17-Jan-15 14:54:38,   0小時00分鐘
11V,140.119.72.55,102353039,00B0C46E77,17-Jan-15 14:55:29,17-Jan-15 15:19:10,   0小時23分鐘
S1R,140.119.129.113,101101092,00A0BFE177,17-Jan-15 14:55:36,17-Jan-15 15:20:11,   0小時24分鐘
01R,140.119.129.67,101401003,0000EFEA77,17-Jan-15 14:56:40,17-Jan-15 15:01:49,   0小時05分鐘
32R,140.119.129.86,101303005,00FBF2C7B3,17-Jan-15 14:57:42,17-Jan-15 14:57:59,   0小時00分鐘
03R,140.119.129.57,101303005,00FBF2C7B3,17-Jan-15 14:58:07,17-Jan-15 15:06:49,   0小時09分鐘
14R,140.119.129.63,101352001,00FB4F19BE,17-Jan-15 15:00:10,17-Jan-15 15:18:43,   0小時18分鐘
28R,140.119.129.82,102403018,0000D89164,17-Jan-15 15:00:41,17-Jan-15 16:41:51,   1小時41分鐘
33R,140.119.129.87,100702013,00B632230D,17-Jan-15 15:08:05,17-Jan-15 16:39:11,   1小時31分鐘
S2R,140.119.129.114,102101005,0013220DDC,17-Jan-15 15:10:16,17-Jan-15 15:36:26,   0小時26分鐘
07V,140.119.72.53,101304003,00A0BF5435,17-Jan-15 15:11:13,17-Jan-15 15:16:09,   0小時04分鐘
10V,140.119.72.54,A22078787800,009E45A9FB,17-Jan-15 15:11:24,17-Jan-15 15:17:21,   0小時06分鐘
02W,140.119.49.37,102261019,00805F6777,17-Jan-15 15:14:39,17-Jan-15 15:36:50,   0小時22分鐘
08R,140.119.129.62,102152008,00904A6877,17-Jan-15 15:14:46,17-Jan-15 17:01:07,   1小時46分鐘
05R,140.119.129.59,102206046,00FB6A968A,17-Jan-15 15:16:55,17-Jan-15 15:22:49,   0小時06分鐘
09V,140.119.72.52,A22078787800,009E45A9FB,17-Jan-15 15:17:28,17-Jan-15 18:22:34,   3小時05分鐘
14W,140.119.49.,101451006,0060B35635,17-Jan-15 15:19:23,17-Jan-15 15:21:09,   0小時01分鐘
14R,140.119.129.63,102926045,00201FEC77,17-Jan-15 15:21:04,17-Jan-15 16:53:24,   1小時32分鐘
01R,140.119.129.67,101102007,00007B693E,17-Jan-15 15:22:31,17-Jan-15 15:37:50,   0小時15分鐘
03R,140.119.129.57,102102058,00A09A8878,17-Jan-15 15:24:53,17-Jan-15 15:31:06,   0小時06分鐘
07V,140.119.72.53,102352014,0090084E79,17-Jan-15 15:30:03,17-Jan-15 15:49:48,   0小時19分鐘
05W,140.119.49.36,A22858492200,000A862607,17-Jan-15 15:31:32,17-Jan-15 16:15:15,   0小時43分鐘
12R,140.119.129.71,102358021,00A088E177,17-Jan-15 15:32:51,17-Jan-15 16:27:10,   0小時54分鐘
02W,140.119.49.37,102261019,00805F6777,17-Jan-15 15:37:06,17-Jan-15 15:39:59,   0小時03分鐘
04R,140.119.129.58,100154503,00AB3CC6B3,17-Jan-15 15:44:06,17-Jan-15 16:39:35,   0小時55分鐘
07W,140.119.49.34,102103011,003046543E,17-Jan-15 15:44:46,17-Jan-15 16:00:51,   0小時16分鐘
03R,140.119.129.57,103504033,00A6F78C0C,17-Jan-15 15:47:30,17-Jan-15 15:47:31,   0小時00分鐘
05R,140.119.129.59,103504033,00A6F78C0C,17-Jan-15 15:48:13,17-Jan-15 15:57:13,   0小時09分鐘
01R,140.119.129.67,102258505,00F09C7578,17-Jan-15 15:50:32,17-Jan-15 16:13:33,   0小時22分鐘
20R,140.119.129.74,100203058,001B27C7B3,17-Jan-15 15:52:27,17-Jan-15 17:08:55,   1小時16分鐘
03R,140.119.129.57,100506021,00BBB7C6B3,17-Jan-15 15:53:24,17-Jan-15 16:09:31,   0小時16分鐘
31R,140.119.129.85,100304035,002B2E998A,17-Jan-15 15:59:29,17-Jan-15 17:19:49,   1小時20分鐘
39R,140.119.129.93,103464019,000629240D,17-Jan-15 16:04:55,17-Jan-15 17:10:45,   1小時06分鐘
13R,140.119.129.55,101352001,00FB4F19BE,17-Jan-15 16:05:31,17-Jan-15 16:29:55,   0小時24分鐘
07R,140.119.129.61,101101005,00C0539C48,17-Jan-15 16:07:51,17-Jan-15 16:23:04,   0小時15分鐘
06R,140.119.129.60,99502045,004371945D,17-Jan-15 16:11:40,17-Jan-15 16:11:44,   0小時00分鐘
21R,140.119.129.75,99502045,004371945D,17-Jan-15 16:11:53,17-Jan-15 17:15:10,   1小時03分鐘
11R,140.119.129.70,102303025,00EDAE0512,17-Jan-15 16:15:43,17-Jan-15 17:13:10,   0小時57分鐘
